Marque,Ingr,Rating,Reference
Naomi Campbell," AMYL CINNAMAL, SIE GELTEN STETS NUR FÜR DAS JEWEILS BEZEICHNETE PRODUKT MIT DER DAZU ANGEGEBENEN PRODUKT-REFERENZNUMMER, SODIUM LAURETH SULFATE, 2 0, DISTILLED WATER, METHYL 2-OCTYNOATE, VOTRE UTILISATION PERSONNELLE, OCTYLDODECYL PCA, PARFUM/FRAGRANCE, CITRONELLYL METHYCROTONATE,PROPYLENE GLYCOL, PEG-8, HEXYLENE GLYCOL, BENZOPHENONE-1",4.4,Bohemian Garden Eau de Parfum pour femme
Yves Saint Laurent,"DIENTS FIGURANT SUR SON EMBALLAGE AFIN DE VOUS ASSURER QUE LES INGR&EACUTE, IRVINGIA GABONENSIS KERNEL BUTTER, ALCOHOL DENAT, CI 17200 (RED 33),GULI&EGRAVE, HEXYLCINNAMAL, CITRATE, PEG-90 GLYCERYL ISOSTEARATE, CI 42053 (GREEN 3),HYDROXYCITRONELLAL,CI 14700/RED 4, STYRENE/ACRYLATES COPOLYMER, C241615/1), CITRIC ACID – BHT",4.7,Libre Eau de Parfum pour femme
Oriflame," EVERNIA FURFURACEA EXTRACT / TREEMOSS EXTRACT, ACETYL HEXAPEPTIDE-8, POLYMETHYL METHACRYLATE, DIETHYLAMINO , COMPOUND TO BE CHARMANTE 49389001 DROM, BUTYL METHOXYDIBENZOYLMETHANE, PEG-8,CITRAL, AQUA / WATER, TRIS (TETRAMENTHYLHYDROXYPIPERIDINOL) CITRATE, SODIUM STEARATE, HYDROLYZED WHEAT PROTEIN",4.4,On the Edge Eau de Toilette pour femme
Kim Kardashian," B205877/1), BUTANE, RED 33 / CI 17200, ETHYLHEXYL HYDROXYSTEARATE, BUTYLPHENYL METHYLPROPIONAL –, SUCROSE ACETATE ISOBUTYRATE, CALCIUM LACTATE, VIOLET (CI60730), STEARETH-21, DIE SICH AUS VERSCHIEDENEN BESTANDTEILEN ZUSAMMENSETZEN (Z, ISOBUTANE, CETYL PEG PPG-10 1 DIMETHICONE, PARFUM (FRAGRANCE) – AQUA (WATER/EAU), WATER (AQUA), RASPBERRY KETONE, RED 7 LAKE), PEG-7 GLYCERYL COCOATE, HEXYL CINNAMAL, ISOEUGENOL, CI 60730(EXT",4.6,Gold Eau de Parfum pour femme
Swiss Arabian," CI 47005 (YELLOW 10), ADIPIC ACID NEOPENTYL GLYCOL TRIMELLITIC ANHYDRIDE COPOLYMER, AQUA (WATER) – LIMONENE – LINALOOL – ETHYLHEXYL METHOXYCINNAMATE – BUTYL METHOXYDIBENZOYLMETHANE – CITRONELLOL – ETHYLHEXYL SALICYLATE – GERANIOL – BENZYL ALCOHOL – ISOEUGENOL – BENZYL BENZOATE – CI 60730 (EXT, SUCROSE ACETATE ISOBUTYRATE, SYNTHETIC FLUORPHLOGOPITE, LIRE LA LISTE D’, OCTYLDODECANOL, PEG-40 STEARATE, RED 33 (CI 17200), ALCOHOL ·TRIS(TETRAMETHYLHYDROXYPIPERIDINOL)CITRATE, , CERATONIA SILIQUA GUM, BUTYL METHOXYDIBENZOYLMENTHANE, CINNAMYL ALCOHOL (F, WATER ( AQUA),#15080/A ALCOHOL,#10076 ALCOHOL, ALPHA-ISOM ETHYL, CI17200, ACRYLATES COPOLYMER",4.9,Noora huile parfumee mixte
Armaf," PHOSPHOLIPIDS, CI 14700 (RED 4), VP/VA COPOLYMER, CITRAL (F,4 (CI 14700),CI 14700/RED 4,AQUA, YELLOW 5 (CI 19140), VIOLET 2 (CI 60730),LES LISTES D’, PARAFFINUM LIQUIDUM, GLYCERYL CAPRYLATE, TITANIUM / TITANIUM DIOXIDE, EXT VIOLET 2 (C",4.9,Edition One Women Eau de Parfum pour femme
Prada,"DIENTS ENTRANT DANS LA COMPOSITION DES PRODUITS DE NOTRE MARQUE SONT R&EACUTE, AUF EINEM PRODUKT FINDET SICH DIESE JEWEILS AM ENDE DER INHALTSSTOFFLISTE, PROPANEDIOL, CINNAMAL, CI 42090/BLUE 1, CI 16035 (FD&C RED NO, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, BENZYL SALICYLATE,2-HEXANEDIOL,1 (CI 42090), ACETYL HEXAPEPTIDE-8, CI 19140 (YELLOW 5), ANISE ALCOHOL, CI 42090/BLUE 1 [V1416E], HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, CI 15985 (YELLOW 6), PEG-40 STEARATE, CI 19140 / YELLOW 5, BUTYLPHENYL METHYLPROPIONAL, CETEARYL ALCOHOL",4.2,Candy Kiss Eau de Parfum pour femme
Armaf," PARFUM(FRAGRANCE), CAPRYLIC/CAPRIC TRIGLYCERIDE, TINOGARD TT, POLYSORBATE 60, PEG-7 GLYCERYL COCOATE, ADENOSINE, [+/- CI 77491, OCTOCRYLENE, SODIUM HYALURONATE, PARFUM (FRAGRANCE), CITRIC ACID – BHT, DILAURYL THIODIPROPIONATE, ETHYLHEXYL HYDROXYSTEARATE, FRAGRANCE (PARFUM), SACCHAROMYCES ZINC FERMENT, CENTAUREA CYANUS FLOWER WATER, EXT D&, AQUA / WATER, ISOBUTANE",3.5,Belle Eau de Parfum pour femme
Cuba," UREA, EVERNIA FURFURACEA EXTRACT / TREEMOSS EXTRACT, DIETHYLAMINO , B229660/1), AQUA (WATER), YELLOW 5 (C,ETHYL ALCOHOL DENAT,#12194/A ALCOHOL, TRIS (TETRAMENTHYLHYDROXYPIPERIDINOL) CITRATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE",4.0,Jungle Snake Eau de Parfum pour femme
GUERLAIN," 1), BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, PEG-100 STEARATE, BUTYL METHOXY DIBENZOYLMETHANE, DISTILLED WATER, BISABOLOL, SODIUM STEARATE, COCO-GLUCOSIDE,ALPHA-ISOMETHYL IONONE,_x000D_
LOWER MASK: AQUA / WATER / EAU, ACACIA SENEGAL GUM, FD&C BLUE NO, AQUA, CALCIUM ALUMINUM BOROSILICATE, FD&, WATER/AQUA/EAU",5.0,Shalimar Eau de Toilette pour femme
Odeon," CI 15985 (YELLOW 6), ACRYLATES COPOLYMER, LYCIUM BARBARUM (GOJI BERRY / BAIES DE GOJI) FRUIT EXTRACT, WIRD NACHFOLGEND EINE INHALTSSTOFFLISTE FÜR JEDEN BESTANDTEIL ANGEGEBEN, , DIMETHYL OXOBENZO DIOXASILANE, VIOLET 2),CI 14700/RED 4, DILAURYL THIODIPROPIONATE, AVANT D'UTILISER UN PRODUIT DE NOTRE MARQUE",2.7,Dream Bright Gold Eau de Parfum pour femme
Jessica Simpson," ALUMINUM CHLOROHYDRATE,_x000D_
LOWER MASK: AQUA / WATER / EAU, BENZYL CINNAMATE, OLEA EUROPAEA (OLIVE) FRUIT OIL,BENZYL SALICYLATE, ACETYL TRIBUTYL CITRATE, EVERNIA FURFURACEA EXTRACT / TREEMOSS EXTRACT, GLYCERYL CAPRYLATE, CITRONELLYL METHYCROTONATE, CI 16035 (FD&C RED NO, PIPERONYL GLUCOSIDE, PARFUM (FRAGRANCE) ·AQUA (WATER) ·ETHYLHEXYL,METHYL 2-OCTYNOATE",2.5,Fancy Girl Eau de Parfum pour femme
Oscar de la Renta," COUMARIN, RASPBERRY KETONE, POTASSIUM CHLORIDE, SACCHAROMYCES SILICON FERMENT, D&,YELLOW 5 8CI19140), 2 (CI 60730), URIAGE THERMAL SPRING WATER,ETHYLHEXYL SALICYLATE, PHENOXYETHANOL, MARIS SAL/SEA SALT/SEL MARIN,TES INVIT&EACUTE, FD&C BLUE NO, ACRYLATES/OCTYLACRYLAMIDE COPOLYMER, ETHYL HEXYL SALICYLATE, STEARETH-2, EVERNIA PRUNASTRI (OAKMOSS) EXTRACT,HYDROXYCITRONELLAL, 78, OCTYLDODECYL PCA",3.5,Bella Rosa Eau de Parfum pour femme
GUERLAIN," HYDROLYZED JOJOBA ESTERS, LACTIC ACID, PARFUM/FRAGRANCE ·AQUA/WATER/EAU, TOCOPHEROL, DISCLAIMER:L’ORÉAL STELLT IHNEN DIE NACHSTEHENDEN INHALTSSTOFFLISTEN AUF IHREN WUNSCH ZUR VERFÜGUNG, OHNE HIERZU RECHTLICH VERPFLICHTET ZU SEIN,BUTYL METHOXYDIBENZOYLMETHANE, 6 (CI 15985), PROPANEDIOL,19140), GERANIOL (F,CITRONELLOLLINALOOL, 1, B217785/1), SUCROSE ACETATE ISOBUTYRATE, METHYL ANTHRANILATE, PROPYLENE GLYCOL",5.0,Les Absolus d'Orient Encens Mythique Eau de Parfum mixte
Matea Nesek," CITRONELLOL ·EUGENOL, 
COUMARIN, CITRONELLOL (F, SUCROSE ACETATE ISOBUTYRATE, CI 60730(EXT, ETHYL HEXYL SALICYLATE, SIE GELTEN STETS NUR FÜR DAS JEWEILS BEZEICHNETE PRODUKT MIT DER DAZU ANGEGEBENEN PRODUKT-REFERENZNUMMER, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, CI 60730 / EXT,PARFUM ( FRAGRANCE),ALCOHOL  DENAT, B28669/1), TRIS (TETRAMENTHYLHYDROXYPIPERIDINOL) CITRATE, VIOLET 2, ETHYHEXYL SALICYLATE, CI 42090, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, 1 (CI 42090)",5.0,White Collection Extraordinary Eau de Parfum mixte
Jean Couturier," BUTYLENE GLYCOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, BLUE 1 (CI 42090), TRIHYDROXYSTEARIN, LINALOOL ·COUMARIN, C10-18 TRIGLYCERIDES, ZUR ÜBERPRÜFUNG DER ZUSAMMENSETZUNG EINES BESTIMMTEN EINZELPRODUKTES IST DAHER STETS DIE AUF DEM PRODUKT ANGEBRACHTE INHALTSSTOFFLISTE ZU KONSULTIEREN, CI 60730 (EXT VIOLET 2) ALCOHOL OF VEGETAL ORIGIN 80% VOL, DIETHYLAMINO HYDROXYBENZOYLHEXYL BENZOATE, CI 14700 (RED 4) CI 17200 (RED 33) CI 60730 (EXT,PARFUM/FRAGRANCE, BENZYLALCOHOL,SD ALCOHOL 40-B (ALCOHOL DENAT, PROPANE,#09158/A ALCOHOL",4.8,Coriandre Eau de Toilette pour femme
Oriflame," RED 4 (CI 14700),GERANIOL,ETHYLHEXYL METHOXYCINNAMATE, STEARETH-21, IRVINGIA GABONENSIS KERNEL BUTTER, EXT VIOLET 2 (C, CALCIUM ALUMINUM BOROSILICATE,YELLOW 5 8CI19140), CI 19140(YELLOW 5), CI 19140
(YELLOW 5)",4.4,Be Happy Feel Good Eau de Toilette pour femme
Guess,"ETHYLHEXYL METHOXYCINNAMATE, PARFUM (FRAGRANCE) AQUA (WATER) BENZYL SALICYLATE LINALOOL HEXYL CINNAMAL HYDROXYCITRONELLAL ALPHA-ISOMETHYL IONONE CITRONELLOL LIMONENE GERANIOL EUGENOL BENZYL BENZOATE BENZYL ALCOHOL CITRAL, VIOLET (CI60730), WATER (AQUA/EAU), FARNESOL, DIMETHICONE,CI 60730 (EXT VIOLET 2), COCAMIDOPROPYL BETAINE, RASPBERRY KETONE, GERANIOL, SODIUM LAURETH SULFATE, VOTRE UTILISATION PERSONNELLE, EHTYLHEXYL METHOXYCINNAMATE",4.4,by Marciano Eau de Parfum pour femme
Etro,"ALPHA-ISOMETHYL IONONE, COMPOUND TO BE CHARMANTE 49389001 DROM, AVANT D'UTILISER UN PRODUIT DE NOTRE MARQUE, BUTYLENE GLYCOL
DICAPRYLATE/DICAPRATE,GULI&EGRAVE, CI 42090 (FD&C BLUE NO, BENZOPHENONE-3, BENZOPHENONE -3, HEXANAL, GERANIOL (F, RICINUS COMMUNIS (CASTOR) SEED OIL, 
CINNAMAL, B221715/1), HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYD, EVERNIA PRUNASTRI (OAK MOSS) EXTRACT –, LIMONENE, C251806/1)",4.0,Heliotrope Eau de Toilette mixte
Sol de Janeiro," EXT D&,DIENTS FIGURANT SUR SON EMBALLAGE AFIN DE VOUS ASSURER QUE LES INGR&EACUTE, CI 77499 / IRON OXIDES, EVERNIA PRUNASTRI (OAK MOSS) EXTRACT –, LINALOOL ·COUMARIN, ETHYLHEXYL METHOXYCINNAMATE, HEXYLCINNAMAL, BUTYLENE GLYCOL, WATER (AQUA), DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, CI 15510,EUGENOLCITRONELLOL, DIE SICH AUS VERSCHIEDENEN BESTANDTEILEN ZUSAMMENSETZEN (Z",3.7,Brazilian Crush Cheirosa 39 Brume Parfumee Corps et Cheveux pour femme
Trussardi," B221265/1), CETYL HYDROXYETHYLCELLULOSE, AMMONIUM LAURYL SULFATE, BENZYL BENZOATE (F, MENTHOL, CI 14700, OLEA EUROPAEA (OLIVE) FRUIT OIL, VIOLET 2 (CI 60730),ALCOHOL, 
EUGENOL, IRVINGIA GABONENSIS KERNEL BUTTER",4.1,Levriero Collection Donna Eau de Parfum pour femme
Elizabeth Arden,"REMENT MISES &AGRAVE, TETRASODIUM EDTA, RED 33 / CI 17200, CI 19140(YELLOW 5),2 (CI 60730),2-HEXANEDIOL, LACTIC ACID, PEG-100 STEARATE, ETHYLHEXYL, LINALOOL
, CI60730 (EXT, PEG-4, BENZOPHENONE-1, ETHYLHEXYL METHOXYCINNAMATE",3.7,5th Avenue Eau de Parfum pour femme
Oriflame," FARNESOL (F, CI 15985 / YELLOW 6, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, HYDROXYPROPYL METHYLCELLULOSE, PARFUM (FRAGRANCE) – AQUA (WATER/EAU), BUTYL METHOXYDIBENZOYLMETHANE, COLORATIONEN), CAPRYLIC/CAPRIC TRIGLYCERIDE, 6 (CI 15985), CI 15850, CINNAMAL, GLYCINE SOJA (SOYBEAN / SOJA) OIL, SACCHAROMYCES COPPER FERMENT, HYDROGENATED MICROCRYSTALLINE WAX, BENZYL BENZOATE, ALPHA-ISOMETHYL IONONE",2.5,Possess The Secret Eau de Parfum pour femme
Roberto Cavalli,"ALCOHOL  DENAT, CI 15985 (YELLOW 6), YELLOW 5 (CI 19140), VIOLET 2 (F, PENTASODIUM PENTETATE, SODIUM HYDROXIDE, ISOPROPYL ALCOHOL, NIACINAMIDE, SODIUM HYALURONATE, ALPHA-ISOMETHYL IONONE – CITRAL – CITRONELLOL – COUMARIN – GERANIOL – LIMONENE – LINALOOL, AVANT D’, AQUA (WATER/EAU), FD&, CI 14700, LIRE LA LISTE D'INGR&EACUTE, BENZOPHENONE-1",3.5,Paradise Found Eau de Toilette pour homme
Thalia Sodi," FD&C RED NO,LES LISTES D'INGR&EACUTE, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE (F, CENTELLA ASIATICA LEAF EXTRACT, CINNAMAL –, CI 17200(RED 33), ALUMINUM CHLOROHYDRATE, PARFUM (FRAGRANCE) ·AQUA (WATER) ·ETHYLHEXYL, PEAT WATER, SACCHAROMYCES COPPER FERMENT, ISOPROPYL MYRISTATE, C183783/1), CI 19140 / YELLOW 5",3.1,Liquid Sun Eau de Parfum mixte
Jeanne Arthes," SODIUM STEARATE, B27982/1), SODIUM BENZOATE,#09238/A ALCOHOL,DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, LAURETH-2, DILAURYL THIODIPROPIONATE, CI 77163 (BISMUTH OXYCHLORIDE), IRVINGIA GABONENSIS KERNEL BUTTER, PPG-15 STEARYL ETHER, (SD ALCOHOL 40-B), HYDROLYZED WHEAT PROTEIN, ACETYL TRIBUTYL CITRATE, CITRATE",4.3,Petite Jeanne Best Friends Forever Eau de Parfum pour femme
Swiss Arabian,"AQUA / WATER, 
CINNAMAL, PPG-15 STEARYL ETHER, AQUA/WATER/EAU, AQUA (WATER), AQUA, SYNTHETIC WAX, HYDROGENATED POLYISOBUTENE, URIAGE THERMAL SPRING WATER, PARFUM/FRAGRANCE",3.0,Faith Eau de Parfum pour femme
The Library of Fragrance," RED 33 (CI 17200), AQUA / WATER, PROPYL GALLATE, CI 42090/BLUE 1, COUMARIN, C, ORANGE 4 (CI 15510), COCO-GLUCOSIDE, BHT , UREA, DISODIUM EDTA (F, BENZYL GLYCOL, LECITHIN,D&C VIOLET NO,ETHYLHEXYL SALICYLATE,ETHYL ALCOHOL DENAT",2.0,Aloe Vera eau de cologne mixte
Boucheron," ORANGE 4 (CI 15510), PEG-60 HYDROGENATED CASTOR OIL, GREEN 5(CI 61570), B218914/1), ANISE ALCOHOL (F,CI 19140 (YELLOW 5), IRVINGIA GABONENSIS KERNEL BUTTER,ALPHA-ISOMETHYL IONONE, CITRAL (F, CALCIUM LACTATE, HEXYLCINNAMAL, PEG-40 STEARATE, RED 4 (CI4700), PANTHENOL, CINNAMATE,GULI&EGRAVE,METHYL 2-OCTYNOATE",5.0,Boucheron Eau de Toilette pour femme
Ajmal," EHTYLHEXYL METHOXYCINNAMATE, AQUA/WATER/EAU, DILAURYL THIODIPROPIONATE, LIMONENE, DISTEARDIMONIUM HECTORITE, VOUS &ECIRC, KÖNNEN VON EINER REFERENZ VERSCHIEDENE VERSIONEN MIT UNTERSCHIEDLICHEN ZUSAMMENSETZUNGEN IM UMLAUF SEIN, AQUA (WATER) PARFUM (FRAGRANCE) ETHYLHEXYL METHOXYCINNAMATE BUTYL METHOXYDIBENZOYLMETHANE ETHYLHEXYL SALICYLATE ALPHA-ISOMETHYL IONONE LIMONENE CITRONELLOL COUMARIN HYDROXYCITRONELLAL LINALOOL CITRAL ISOEUGENOL BENZYL BENZOATE GERANIOL ANISE ALCOHOL BENZYL ALCOHOL BHT TOCOPHEROL,ALCOHOL  DENAT, LACTIC ACID, PENTAERYTHRITYL TETREA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CITRONELLOL,UPPER MASK: AQUA / WATER / EAU,HYDROXYCITRONELLAL, BUTYLPHENYL METHYLPROPIONAL –, PARAFFINUM LIQUIDUM, HELIANTHUS ANNUUS SEED OIL",3.3,Hatkora Wood Eau de Parfum mixte
The Different Company," STEARETH-100, BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, HYDRATED SILICA, PARFUM (FRAGRANCE) –, CALCIUM ALUMINUM BOROSILICATE, HYDROLYZED CORALLINA OFFICINALIS EXTRACT, GLUCOSE, 6 (CI 15985), DIAMOND POWDER, 40), CETYL PEG PPG-10 1 DIMETHICONE, WATER ( AQUA), SODIUM COCOAMPHOACETATE, OCTOCRYLENE ·ETHYLHEXYL METHOXYCINNAMATE ·LIMONENE, EXT D&",3.5,Bergamote Eau de Toilette recharge pour femme
Alyssa Ashley,"LIMONENE, PARFUM/FRAGRANCE ·AQUA/WATER/EAU, CI 60730 (EXT VIOLET 2) ALCOHOL OF VEGETAL ORIGIN 80% VOL, B44508/2), D&, NIACINAMIDE,#08212 ALCOHOL, RETINYL PALMITATE, FD&, SYNTHETIC WAX, AQUA (WATER), SODIUM COCOAMPHOACETATE,LES LISTES D’, MENTHOL, BENZYL BENZOATE, RICINUS COMMUNIS (CASTOR) SEED OIL, PEG-40 STEARATE",3.1,Vanilla Eau de Toilette pour femme
Calvin Klein," BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE,CI 19140 (YELLOW 5), HEXYLENE GLYCOL, PARFUM, CI 17200 (RED 33)- CI 60730 (EXT,DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, B27982/1), METHYL 2-OCTYNOATE, JOJOBA ESTERS, RETINYL PALMITATE, UREA, CINNAMAL, CI 17200 / RED 33, CI 61570 / GREEN 5 (F, CETYL PEG PPG-10 1 DIMETHICONE",4.7,CK Everyone Eau de Toilette mixte
Katy Perry,"#12194/A ALCOHOL, OCTYLDODECANOL, PEG-100 STEARATE, DIMETHICONE, CI 42090 / BLUE 1, COLORATIONEN), RED 7 LAKE), HYDROLYZED JOJOBA ESTERS, STYRENE ACRYLATES COPOLYMER, EVERNIA FURFURACEA EXTRACT / TREEMOSS EXTRACT, DIHYDROXYACETONE, HYDRATED SILICA, LIRE LA LISTE D'INGR&EACUTE, CI 15510, ",1.0,Katy Perry's Indi Visible Eau de Parfum pour femme
The Library of Fragrance," B205877/1), SODIUM BENZOATE, WATER / AQUA,#13877 ALCOHOL, DIPROPYLENE GLYCOL, 5 (CI 19140), SODIUM LAUROYL SARCOSINATE,ALCOHOL DENAT, 1),UPPER MASK: AQUA / WATER / EAU, GLYCINE SOJA (SOYBEAN / SOJA) OIL, STEARETH-21, WATER/AQUA/EAU,33 (CI 17200),#08212 ALCOHOL, SODIUM HYALURONATE, 10),B",2.9,Lily of The Valley eau de cologne pour femme
Givenchy,"#13380 ALCOHOL, CI 19140
(YELLOW 5), C251806/1), SYNTHETIC WAX, PANTHENOL, AQUA (WATER) PARFUM (FRAGRANCE) ETHYLHEXYL METHOXYCINNAMATE BUTYL METHOXYDIBENZOYLMETHANE ETHYLHEXYL SALICYLATE ALPHA-ISOMETHYL IONONE LIMONENE CITRONELLOL COUMARIN HYDROXYCITRONELLAL LINALOOL CITRAL ISOEUGENOL BENZYL BENZOATE GERANIOL ANISE ALCOHOL BENZYL ALCOHOL BHT TOCOPHEROL, ACRYLATES/OCTYLACRYLAMIDE COPOLYMER, VEUILLEZ CONSULTER L'EMBALLAGE DU PRODUIT ACHET&EACUTE, ANISE ALCOHOL BHT, CI 14700, CI 14700 / RED 4 (F,#15080/A ALCOHOL, METHYL ANTHRANILATE, METHYL 2-OCTYNOATE,2 (CI 60730),S &AGRAVE, HYDROLYZED WHEAT PROTEIN",3.4,Dahlia Divin Le Nectar de Parfum Eau de Parfum pour femme
Reminiscence," AQUA(WATER), WATER(AQUA/EAU), CI 19140 (YELLOW 5), B28669/1), ALPHA-ISOMETHYLIONONE, CI 15985 / YELLOW 6, CI 60730 (EXT VIOLET 2),CI 19140 (YELLOW 5),DA L’ORÉAL REGELMÄßIG NEUE WISSENSCHAFTLICHE ERKENNTNISSE IN DIE PRODUKTFORMULIERUNG EINFLIEßEN LÄSST,DIENTS FIGURANT SUR SON EMBALLAGE AFIN DE VOUS ASSURER QUE LES INGR&EACUTE, TRIETHANOLAMINE, STYRENE ACRYLATES COPOLYMER,ALCOHOL, CI 14700, CI 60730(EXT, CI 42090 (BLUE 1 LAKE)], 17200 (RED 33), CI 60730 (EXT VIOLET 2) ALCOHOL OF VEGETAL ORIGIN 80% VOL, VIOLET 2) , POLYSORBATE 60",4.7,Patchouli Eau de Toilette mixte
Police," RED 33 (CI 17200), FARNESOL (F,CI 60730 (EXT VIOLET 2), O-CYMEN-5-OL, FARNESOL,CI 19140 (YELLOW 5), BENZYL SALICYLATE, CI 15850, CALCIUM LACTATE, B225622/1)",4.5,Deep Blue Eau de Toilette pour homme
Lancome," FRAGRANCE / PARFUM, ETHYLHEXYL PALMITATE, BENZYLALCOHOL, ISOSTEARYL HYDROXYSTEARATE, CELLULOSE GUM, 80% VOL, BUTYL METHOXYDIBENZOYLMENTHANE,B, AQUA/WATER/EAU, GERANIOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,C BLUE NO, OCTYLDODECANOL, COUMARIN",4.8,La Nuit Tresor Nude Eau de Toilette pour femme
Armani," PARFUM (FRAGRANCE) AQUA (WATER) BENZYL SALICYLATE LINALOOL HEXYL CINNAMAL HYDROXYCITRONELLAL ALPHA-ISOMETHYL IONONE CITRONELLOL LIMONENE GERANIOL EUGENOL BENZYL BENZOATE BENZYL ALCOHOL CITRAL, ALCOHOL ·TRIS(TETRAMETHYLHYDROXYPIPERIDINOL)CITRATE, SUCROSE ACETATE ISOBUTYRATE, METHYL ANTHRANILATE,SD ALCOHOL 40-B (ALCOHOL DENAT,CITRAL,#15080/A ALCOHOL, ISOBUTANE,#09238/A ALCOHOL, HYDROGEN PEROXIDE, B229660/1), AVANT D’,C YELLOW NO, ACETYL HEXAPEPTIDE-8, TITANIUM / TITANIUM DIOXIDE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE",4.8,Emporio Diamonds Rose Eau de Toilette pour femme
SANTINI Cosmetic," POTASSIUM SORBATE, ORANGE 4 (CI 15510), COMPOUND TO BE CHARMANTE 49389001 DROM, BUTYLPHENYL METHYLPROPIONAL, BUTYROSPERMUM PARKII (SHEA BUTTER), CI 77891 / TITANIUM DIOXIDE, DISODIUM EDTA, CETYL PEG PPG-10 1 DIMETHICONE, ETHYL HEXYL METHOXYCINNAMATE, CI 17200 (RED 33)- CI 60730 (EXT, C251806/1), OCTYLDODECYL PCA,PARFUM/FRAGRANCE,DIENTS ENTRANT DANS LA COMPOSITION DES PRODUITS DE NOTRE MARQUE SONT R&EACUTE, BENZOPHENONE-1, ETHYLHEXYL, AQUA (WATER) PARFUM (FRAGRANCE) ETHYLHEXYL METHOXYCINNAMATE BUTYL METHOXYDIBENZOYLMETHANE ETHYLHEXYL SALICYLATE ALPHA-ISOMETHYL IONONE LIMONENE CITRONELLOL COUMARIN HYDROXYCITRONELLAL LINALOOL CITRAL ISOEUGENOL BENZYL BENZOATE GERANIOL ANISE ALCOHOL BENZYL ALCOHOL BHT TOCOPHEROL, CI 17200, TITANIUM/TITANIUM DIOXIDE",4.6,London Berry Eau de Parfum pour femme
Al Haramain,"#07999 ALCOHOL,ETHYL ALCOHOL DENAT, ISOEUGENOL,#16093 DIISOSTEARYL MALATE, B221265/1), NITROCELLULOSE, D&C VIOLET NO, ETHYL HEXYL METHOXYCINNAMATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, ISOBUTANE,ALPHA-ISOMETHYL IONONE, CI14700 (RED 4), CI 77499 (IRON OXIDES),CI 15985/YELLOW 6, B188567/1), BENZOATE, EXT D&",5.0,Portfolio Imperial Oud Eau de Parfum mixte
Mauboussin," C,PARFUM (FRAGRANCE), BENZYL CINNAMATE,CI 42090 (BLUE 1), C241615/1), LYCIUM BARBARUM (GOJI BERRY / BAIES DE GOJI) FRUIT EXTRACT, CINNAMAL, BUTANE, TOCOPHEROL, METHYL 2-OCTYNOATE, YELLOW 5 (C,CI19140 (YELLOW 5), CI 42090/BLUE 1",4.2,Pour Lui In Black Eau de Parfum pour homme
Lolita Lempicka," , ETHYLHEXYL SALICYLATE, 
COUMARIN, WATER, CI 14700 (RED 4) , WATER ( AQUA), AQUA (WATER) PARFUM (FRAGRANCE) ETHYLHEXYL METHOXYCINNAMATE BUTYL METHOXYDIBENZOYLMETHANE ETHYLHEXYL SALICYLATE ALPHA-ISOMETHYL IONONE LIMONENE CITRONELLOL COUMARIN HYDROXYCITRONELLAL LINALOOL CITRAL ISOEUGENOL BENZYL BENZOATE GERANIOL ANISE ALCOHOL BENZYL ALCOHOL BHT TOCOPHEROL, CI 77163 (BISMUTH OXYCHLORIDE), STEARALKONIUM BENTONITE, CETTE LISTE D'INGR&EACUTE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, PARFUM(FRAGRANCE), BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, BENZYL ALCOHOL,PROPYLENE GLYCOL",3.0,Elixir Sublime Eau de Parfum pour femme
